item_id,item_name,category,household_id,timestamp,quantity_consumed,unit,day_of_week,is_weekend,month,season,is_holiday
ITM001,Milk,Dairy,HH004,2026-05-22,0.52,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH004,2026-05-26,0.52,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH004,2026-05-27,0.46,liters,2,0,5,spring,0
ITM001,Milk,Dairy,HH004,2026-06-03,0.67,liters,2,0,6,summer,0
ITM001,Milk,Dairy,HH004,2026-06-09,0.47,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH004,2026-06-13,0.62,liters,5,1,6,summer,0
ITM001,Milk,Dairy,HH004,2026-06-16,0.65,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH004,2026-06-29,0.54,liters,0,0,6,summer,0
ITM001,Milk,Dairy,HH005,2026-01-05,0.72,liters,0,0,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-08,0.75,liters,3,0,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-15,0.52,liters,3,0,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-17,1.22,liters,5,1,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-25,0.92,liters,6,1,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-27,0.7,liters,1,0,1,winter,0
ITM001,Milk,Dairy,HH005,2026-01-29,0.82,liters,3,0,1,winter,0
ITM001,Milk,Dairy,HH005,2026-02-03,0.6,liters,1,0,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-06,0.95,liters,4,0,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-12,0.73,liters,3,0,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-15,1.09,liters,6,1,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-18,0.87,liters,2,0,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-21,0.7,liters,5,1,2,winter,0
ITM001,Milk,Dairy,HH005,2026-02-28,1.2,liters,5,1,2,winter,0
ITM001,Milk,Dairy,HH005,2026-03-05,0.23,liters,3,0,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-10,0.39,liters,1,0,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-13,0.38,liters,4,0,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-14,0.38,liters,5,1,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-18,0.24,liters,2,0,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-20,0.34,liters,4,0,3,spring,0
ITM001,Milk,Dairy,HH005,2026-03-28,0.49,liters,5,1,3,spring,0
ITM001,Milk,Dairy,HH005,2026-04-03,0.32,liters,4,0,4,spring,0
ITM001,Milk,Dairy,HH005,2026-04-12,0.61,liters,6,1,4,spring,0
ITM001,Milk,Dairy,HH005,2026-04-20,0.37,liters,0,0,4,spring,0
ITM001,Milk,Dairy,HH005,2026-04-21,0.35,liters,1,0,4,spring,0
ITM001,Milk,Dairy,HH005,2026-04-29,0.22,liters,2,0,4,spring,0
ITM001,Milk,Dairy,HH005,2026-05-05,0.18,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-08,0.34,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-09,0.34,liters,5,1,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-10,0.51,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-11,0.27,liters,0,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-15,0.39,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-20,0.27,liters,2,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-22,0.28,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-25,0.4,liters,0,0,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-30,0.33,liters,5,1,5,spring,0
ITM001,Milk,Dairy,HH005,2026-05-31,0.41,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH005,2026-06-09,0.25,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-10,0.27,liters,2,0,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-14,0.37,liters,6,1,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-18,0.28,liters,3,0,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-20,0.57,liters,5,1,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-24,0.34,liters,2,0,6,summer,0
ITM001,Milk,Dairy,HH005,2026-06-29,0.34,liters,0,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-01-09,1.03,liters,4,0,1,winter,0
ITM001,Milk,Dairy,HH006,2026-01-12,0.99,liters,0,0,1,winter,0
ITM001,Milk,Dairy,HH006,2026-01-20,0.78,liters,1,0,1,winter,0
ITM001,Milk,Dairy,HH006,2026-01-24,0.8,liters,5,1,1,winter,0
ITM001,Milk,Dairy,HH006,2026-01-27,0.81,liters,1,0,1,winter,0
ITM001,Milk,Dairy,HH006,2026-02-10,0.88,liters,1,0,2,winter,0
ITM001,Milk,Dairy,HH006,2026-02-13,1.09,liters,4,0,2,winter,0
ITM001,Milk,Dairy,HH006,2026-02-14,1.25,liters,5,1,2,winter,0
ITM001,Milk,Dairy,HH006,2026-02-15,1.48,liters,6,1,2,winter,0
ITM001,Milk,Dairy,HH006,2026-03-08,0.7,liters,6,1,3,spring,1
ITM001,Milk,Dairy,HH006,2026-03-17,0.35,liters,1,0,3,spring,0
ITM001,Milk,Dairy,HH006,2026-03-26,0.38,liters,3,0,3,spring,0
ITM001,Milk,Dairy,HH006,2026-03-29,0.54,liters,6,1,3,spring,0
ITM001,Milk,Dairy,HH006,2026-04-07,0.37,liters,1,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-09,0.21,liters,3,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-10,0.34,liters,4,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-12,0.44,liters,6,1,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-14,0.54,liters,1,0,4,spring,1
ITM001,Milk,Dairy,HH006,2026-04-15,0.35,liters,2,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-16,0.27,liters,3,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-22,0.48,liters,2,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-24,0.42,liters,4,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-04-28,0.47,liters,1,0,4,spring,0
ITM001,Milk,Dairy,HH006,2026-05-03,0.4,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-06,0.52,liters,2,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-09,0.39,liters,5,1,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-12,0.33,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-13,0.39,liters,2,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-15,0.31,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-17,0.72,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-18,0.35,liters,0,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-26,0.41,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH006,2026-05-31,0.53,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH006,2026-06-02,0.34,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-03,0.5,liters,2,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-06,0.82,liters,5,1,6,summer,1
ITM001,Milk,Dairy,HH006,2026-06-09,0.46,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-11,0.38,liters,3,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-12,0.29,liters,4,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-16,0.36,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-17,0.34,liters,2,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-23,0.4,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-27,0.49,liters,5,1,6,summer,0
ITM001,Milk,Dairy,HH006,2026-06-28,0.46,liters,6,1,6,summer,0
ITM001,Milk,Dairy,HH007,2026-01-12,0.94,liters,0,0,1,winter,0
ITM001,Milk,Dairy,HH007,2026-01-13,0.94,liters,1,0,1,winter,0
ITM001,Milk,Dairy,HH007,2026-01-21,1.28,liters,2,0,1,winter,0
ITM001,Milk,Dairy,HH007,2026-01-30,1.06,liters,4,0,1,winter,0
ITM001,Milk,Dairy,HH007,2026-02-04,1.28,liters,2,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-05,0.95,liters,3,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-07,1.53,liters,5,1,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-11,1.05,liters,2,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-13,0.93,liters,4,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-14,0.98,liters,5,1,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-17,1.11,liters,1,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-02-23,0.89,liters,0,0,2,winter,0
ITM001,Milk,Dairy,HH007,2026-03-02,0.33,liters,0,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-06,0.45,liters,4,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-08,0.95,liters,6,1,3,spring,1
ITM001,Milk,Dairy,HH007,2026-03-13,0.33,liters,4,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-14,0.67,liters,5,1,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-20,0.52,liters,4,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-21,0.65,liters,5,1,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-22,0.61,liters,6,1,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-24,0.52,liters,1,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-26,0.34,liters,3,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-03-30,0.4,liters,0,0,3,spring,0
ITM001,Milk,Dairy,HH007,2026-04-01,0.53,liters,2,0,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-04,0.56,liters,5,1,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-07,0.34,liters,1,0,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-08,0.55,liters,2,0,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-13,0.34,liters,0,0,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-18,0.65,liters,5,1,4,spring,0
ITM001,Milk,Dairy,HH007,2026-04-26,0.62,liters,6,1,4,spring,0
ITM001,Milk,Dairy,HH007,2026-05-05,0.39,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-07,0.51,liters,3,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-10,0.71,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-15,0.52,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-19,0.46,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-24,0.65,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-26,0.44,liters,1,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-29,0.51,liters,4,0,5,spring,0
ITM001,Milk,Dairy,HH007,2026-05-31,0.6,liters,6,1,5,spring,0
ITM001,Milk,Dairy,HH007,2026-06-01,0.51,liters,0,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-04,0.5,liters,3,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-05,0.57,liters,4,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-12,0.52,liters,4,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-14,1.04,liters,6,1,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-18,0.43,liters,3,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-22,0.44,liters,0,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-23,0.44,liters,1,0,6,summer,0
ITM001,Milk,Dairy,HH007,2026-06-29,0.43,liters,0,0,6,summer,0
ITM001,Milk,Dairy,HH008,2026-01-03,1.22,liters,5,1,1,winter,0
ITM001,Milk,Dairy,HH008,2026-01-04,1.55,liters,6,1,1,winter,0
ITM001,Milk,Dairy,HH008,2026-01-05,1.53,liters,0,0,1,winter,0
ITM001,Milk,Dairy,HH008,2026-01-23,1.04,liters,4,0,1,winter,0
ITM001,Milk,Dairy,HH008,2026-01-24,1.42,liters,5,1,1,winter,0
ITM001,Milk,Dairy,HH008,2026-01-26,1.76,liters,0,0,1,winter,1
ITM001,Milk,Dairy,HH008,2026-02-01,1.14,liters,6,1,2,winter,0
